boundary,file,line,snippet
FILESYSTEM,src/blackholememory/memory_repository.py,390,"uri = f""file:{self.path.resolve().as_posix()}?mode=ro"""
FILESYSTEM,src/blackholememory/memory_service.py,80,self.path = Path(path).expanduser().resolve()
FILESYSTEM,src/blackholememory/observation_store.py,89,self.path = Path(path)
FILESYSTEM,src/blackholememory/observation_store.py,657,target_path = Path(target)
FILESYSTEM,src/blackholememory/observation_store.py,664,"Path(f""{target_path}-wal""),"
FILESYSTEM,src/blackholememory/observation_store.py,665,"Path(f""{target_path}-shm""),"
FILESYSTEM,src/blackholememory/observation_store.py,824,"sidecar = Path(f""{self.path}{suffix}"")"
FILESYSTEM,src/blackholememory/package_resolution.py,237,manifest_name = Path(manifest).name.casefold()
FILESYSTEM,src/blackholememory/package_resolution.py,476,"if Path(manifest).name.casefold() == ""go.mod"":"
FILESYSTEM,src/blackholememory/package_resolution.py,478,"if Path(manifest).name.casefold() in {""deno.json"", ""deno.jsonc""}:"
FILESYSTEM,src/blackholememory/package_resolution.py,484,"if Path(manifest).name.casefold() == ""pom.xml"":"
FILESYSTEM,src/blackholememory/package_resolution.py,486,"if Path(manifest).name.casefold() in {""build.gradle"", ""build.gradle.kts""}:"
FILESYSTEM,src/blackholememory/package_resolution.py,596,name = Path(manifest).name.casefold()
FILESYSTEM,src/blackholememory/package_resolution.py,667,name = Path(manifest).name.casefold()
FILESYSTEM,src/blackholememory/package_resolution.py,687,base = Path(root).expanduser().resolve()
FILESYSTEM,src/blackholememory/package_resolution.py,704,payload = path.read_bytes()
FILESYSTEM,src/blackholememory/package_resolution.py,751,base = Path(root).expanduser().resolve()
FILESYSTEM,src/blackholememory/package_resolution.py,773,payload = path.read_bytes()
FILESYSTEM,src/blackholememory/parser_activation.py,40,"with Path(path).open(""rb"") as stream:"
FILESYSTEM,src/blackholememory/parser_activation.py,49,source_path = Path(source).expanduser().resolve()
FILESYSTEM,src/blackholememory/parser_activation.py,50,target_path = Path(target).expanduser().resolve()
FILESYSTEM,src/blackholememory/parser_activation.py,82,database_path = Path(database).expanduser().resolve()
FILESYSTEM,src/blackholememory/parser_activation.py,83,root_path = Path(root).expanduser().resolve()
FILESYSTEM,src/blackholememory/parser_activation.py,85,"live_database = Path(__file__).resolve().parents[2] / "".runtime"" / ""live-memory"" / ""memories.sqlite3"""
FILESYSTEM,src/blackholememory/parser_activation.py,86,if database_path == live_database.resolve() and not allow_live:
FILESYSTEM,src/blackholememory/parser_activation.py,129,"""restore_sqlite_backup"": str(Path(backup).expanduser().resolve()),"
FILESYSTEM,src/blackholememory/parser_activation.py,148,target = Path(report).expanduser().resolve()
FILESYSTEM,src/blackholememory/parser_activation.py,150,"target.write_text(json.dumps(payload, ensure_ascii=False, indent=2, default=str) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,src/blackholememory/project_registry.py,90,"payload = json.loads(path.read_text(encoding=""utf-8""))"
FILESYSTEM,src/blackholememory/project_registry.py,144,return self.resolve(value).canonical
FILESYSTEM,src/blackholememory/project_registry.py,147,return set(self.resolve(value).accepted_values)
FILESYSTEM,src/blackholememory/project_registry.py,161,"path = Path(__file__).resolve().parents[2] / ""config"" / ""project-registry.json"""
FILESYSTEM,src/blackholememory/project_retirement.py,57,"connection = sqlite3.connect(f""file:{path.resolve().as_posix()}?mode=ro"", uri=True, timeout=5.0)"
FILESYSTEM,src/blackholememory/project_retirement.py,154,digest = hashlib.sha256(destination.read_bytes()).hexdigest()
FILESYSTEM,src/blackholememory/project_retirement.py,162,path = Path(database_path).expanduser().resolve()
FILESYSTEM,src/blackholememory/project_retirement.py,216,path = Path(database_path).expanduser().resolve()
FILESYSTEM,src/blackholememory/project_retirement.py,239,root = Path(
FILESYSTEM,src/blackholememory/provenance_attestation.py,31,"with path.open(""rb"") as stream:"
FILESYSTEM,src/blackholememory/provenance_attestation.py,43,resolved = path.resolve()
FILESYSTEM,src/blackholememory/provenance_attestation.py,46,"payload = resolved.read_text(encoding=""utf-8"", errors=""replace"")"
FILESYSTEM,src/blackholememory/provenance_attestation.py,62,root = repo_root.resolve()
FILESYSTEM,src/blackholememory/provenance_attestation.py,63,envelope_file = envelope_path.resolve()
FILESYSTEM,src/blackholememory/provenance_attestation.py,74,"envelope = json.loads(envelope_file.read_text(encoding=""utf-8""))"
FILESYSTEM,src/blackholememory/provenance_attestation.py,99,"manifest = json.loads(manifest_path.read_text(encoding=""utf-8""))"
FILESYSTEM,src/blackholememory/provenance_boundary.py,67,resolved = path.resolve()
FILESYSTEM,src/blackholememory/provenance_boundary.py,94,root = repo_root.resolve()
FILESYSTEM,src/blackholememory/qdrant_catalog.py,56,"with path.open(""rb"") as handle:"
FILESYSTEM,src/blackholememory/qdrant_catalog.py,63,"candidate = Path(str(raw_path or """"))"
FILESYSTEM,src/blackholememory/qdrant_catalog.py,80,"payload = json.loads(manifest_path.read_text(encoding=""utf-8""))"
FILESYSTEM,src/blackholememory/qdrant_retention.py,27,"candidate = Path(str(raw_path or """"))"
FILESYSTEM,src/blackholememory/qdrant_retention.py,46,"manifest = json.loads(path.read_text(encoding=""utf-8""))"
FILESYSTEM,src/blackholememory/qdrant_retention.py,77,actual_backup_hash = hashlib.sha256(backup_path.read_bytes()).hexdigest()
FILESYSTEM,src/blackholememory/qdrant_retention.py,83,"backup_document = json.loads(backup_path.read_text(encoding=""utf-8""))"
FILESYSTEM,src/blackholememory/repository_index.py,580,"with path.open(""rb"") as stream:"
FILESYSTEM,src/blackholememory/repository_index.py,622,candidate = (root / Path(relative)).resolve()
FILESYSTEM,src/blackholememory/repository_index.py,632,suffix = Path(name).suffix.casefold()
FILESYSTEM,src/blackholememory/repository_index.py,670,"return _LANGUAGE_BY_SUFFIX.get(Path(name).suffix.casefold(), ""text"")"
FILESYSTEM,src/blackholememory/repository_index.py,678,"if lowered.startswith(""docs/"") or Path(name).suffix.casefold() in {"".md"", "".mdx"", "".rst""}:"
FILESYSTEM,src/blackholememory/repository_index.py,680,"if Path(name).suffix.casefold() in {"".json"", "".jsonc"", "".yaml"", "".yml"", "".toml"", "".ini"", "".cfg""}:"
FILESYSTEM,src/blackholememory/repository_index.py,708,current_path = Path(current)
FILESYSTEM,src/blackholememory/repository_index.py,731,base = Path(root).expanduser().resolve()
FILESYSTEM,src/blackholememory/repository_index.py,818,payload = path.read_bytes()
FILESYSTEM,src/blackholememory/repository_index.py,848,self.path = Path(path).expanduser().resolve()
FILESYSTEM,src/blackholememory/repository_index.py,1031,backup = Path(backup_path).expanduser().resolve()
FILESYSTEM,src/blackholememory/repository_index.py,2351,self.root = Path(root).expanduser().resolve()
FILESYSTEM,src/blackholememory/repository_index.py,2352,self.database_path = Path(database_path).expanduser().resolve()
FILESYSTEM,src/blackholememory/repository_intelligence.py,35,base = Path(root).expanduser().resolve()
FILESYSTEM,src/blackholememory/repository_intelligence.py,57,payload = path.read_bytes()
FILESYSTEM,src/blackholememory/repository_intelligence.py,172,suffix = Path(path).suffix.casefold()
FILESYSTEM,src/blackholememory/repository_intelligence.py,262,by_stem[Path(path).stem.casefold()].append(path)
FILESYSTEM,src/blackholememory/repository_intelligence.py,263,"by_stem[path.replace(""/"", ""."").removesuffix(Path(path).suffix).casefold()].append(path)"
FILESYSTEM,src/blackholememory/repository_intelligence.py,346,stem = Path(test_path).stem.casefold()
FILESYSTEM,src/blackholememory/repository_intelligence.py,349,changed_stem = Path(changed).stem.casefold()
FILESYSTEM,src/blackholememory/repository_intelligence.py,420,name = Path(path).name.casefold()
FILESYSTEM,src/blackholememory/repository_intelligence.py,459,return Path(target_name)
FILESYSTEM,src/blackholememory/retention.py,139,policy_path = Path(path).resolve()
FILESYSTEM,src/blackholememory/retention.py,140,raw = policy_path.read_bytes()
FILESYSTEM,src/blackholememory/retention.py,507,"with Path(path).open(""rb"") as handle:"
FILESYSTEM,src/blackholememory/retention.py,528,target_dir = Path(backup_dir).resolve()
FILESYSTEM,src/blackholememory/retention.py,545,"""sourcePath"": str(Path(source_path).resolve()),"
FILESYSTEM,src/blackholememory/retention.py,559,"manifest_path.write_text(json.dumps(manifest, ensure_ascii=False, indent=2) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,src/blackholememory/retention.py,564,source_manifest = Path(manifest_path).resolve()
FILESYSTEM,src/blackholememory/retention.py,565,"payload = json.loads(source_manifest.read_text(encoding=""utf-8""))"
FILESYSTEM,src/blackholememory/retention.py,568,target_dir = Path(restore_dir).resolve()
FILESYSTEM,src/blackholememory/retention.py,574,"backup_path = Path(str(entry.get(""backupPath"") or """")).resolve()"
FILESYSTEM,src/blackholememory/retention.py,580,"shutil.copy2(backup_path, target_path)"
FILESYSTEM,src/blackholememory/runtime_endpoints.py,39,candidates = [Path(configured)] if configured else []
FILESYSTEM,src/blackholememory/runtime_endpoints.py,40,module_root = Path(__file__).resolve().parents[2]
FILESYSTEM,src/blackholememory/runtime_endpoints.py,50,"payload = json.loads(path.read_text(encoding=""utf-8""))"
FILESYSTEM,src/blackholememory/runtime_storage.py,125,"_DEFAULT_RUNTIME_DIR = Path(__file__).resolve().parents[2] / "".runtime"""
FILESYSTEM,src/blackholememory/runtime_storage.py,209,database_path = Path(path).expanduser().resolve()
FILESYSTEM,src/blackholememory/runtime_storage.py,313,return default.resolve()
FILESYSTEM,src/blackholememory/runtime_storage.py,314,candidate = Path(str(raw).strip()).expanduser()
FILESYSTEM,src/blackholememory/runtime_storage.py,317,return candidate.resolve()
FILESYSTEM,src/blackholememory/runtime_storage.py,340,root = Path(runtime_dir or _DEFAULT_RUNTIME_DIR).expanduser().resolve()
FILESYSTEM,src/blackholememory/safe_patch_factory.py,90,"self.root = Path(configured).expanduser().resolve() if configured else Path(tempfile.gettempdir()).resolve() / ""bhm-safe-patches"""
FILESYSTEM,src/blackholememory/safe_patch_factory.py,102,repository = Path(repo_root).expanduser().resolve()
FILESYSTEM,src/blackholememory/safe_patch_factory.py,139,"shutil.copy2(source, baseline_path)"
FILESYSTEM,src/blackholememory/safe_patch_factory.py,140,"shutil.copy2(source, candidate_path)"
FILESYSTEM,src/blackholememory/safe_patch_factory.py,163,"candidate = Path(plan.quarantine_root) / ""candidate"""
FILESYSTEM,src/blackholememory/safe_patch_factory.py,171,"tree = ast.parse(path.read_text(encoding=""utf-8""), filename=relative)"
FILESYSTEM,src/blackholememory/safe_patch_factory.py,197,"baseline = Path(plan.quarantine_root) / ""baseline"""
FILESYSTEM,src/blackholememory/safe_patch_factory.py,198,"candidate = Path(plan.quarantine_root) / ""candidate"""
FILESYSTEM,src/blackholememory/safe_patch_factory.py,199,"result = _run_command([""git"", ""diff"", ""--no-index"", ""--binary"", ""--"", str(baseline), str(candidate)], cwd=Path(plan.quarantine_root), timeout=30)"
FILESYSTEM,src/blackholememory/safe_patch_factory.py,230,"result = _run_command([str(part) for part in command], cwd=Path(plan.quarantine_root) / ""candidate"", timeout=timeout, env=env)"
FILESYSTEM,src/blackholememory/safe_patch_factory.py,293,target = Path(quarantine_root).expanduser().resolve()
FILESYSTEM,src/blackholememory/safe_patch_factory.py,297,shutil.rmtree(target)
FILESYSTEM,src/blackholememory/safe_patch_factory.py,323,"return Path(configured).expanduser().resolve() if configured else Path(tempfile.gettempdir()).resolve() / ""bhm-safe-patches"""
FILESYSTEM,src/blackholememory/safe_patch_factory.py,366,"baseline = Path(plan.quarantine_root) / ""baseline"""
FILESYSTEM,src/blackholememory/safe_patch_factory.py,367,"candidate = Path(plan.quarantine_root) / ""candidate"""
FILESYSTEM,src/blackholememory/safe_patch_factory.py,432,"with path.open(""rb"") as handle:"
FILESYSTEM,src/blackholememory/security_boundaries.py,53,return Path(candidate)
FILESYSTEM,src/blackholememory/source_registry.py,127,"payload = json.loads(path.read_text(encoding=""utf-8""))"
FILESYSTEM,src/blackholememory/source_registry.py,138,temporary.write_text(
FILESYSTEM,src/blackholememory/source_registry.py,240,"with path.open(""rb"") as stream:"
FILESYSTEM,src/blackholememory/source_registry.py,248,"text = path.read_text(encoding=""utf-8"", errors=""replace"")"
FILESYSTEM,src/blackholememory/source_registry.py,338,root = source_root.resolve()
FILESYSTEM,src/blackholememory/source_registry.py,357,path = Path(relative)
FILESYSTEM,src/blackholememory/source_registry.py,372,payload = path.read_bytes()
FILESYSTEM,src/blackholememory/source_registry.py,402,basename = Path(normalized).name
FILESYSTEM,src/blackholememory/source_registry.py,434,"shutil.rmtree(path, onerror=remove_readonly)"
FILESYSTEM,src/blackholememory/source_registry.py,452,basename = Path(relative).name.lower()
FILESYSTEM,src/blackholememory/source_registry.py,461,if basename in RISKY_BASENAMES or Path(relative).suffix.lower() in RISKY_SUFFIXES:
FILESYSTEM,src/blackholememory/source_registry.py,515,"""license_files"": sorted(path for path in tree_files if Path(path).name.lower() in LICENSE_NAMES),"
FILESYSTEM,src/blackholememory/source_registry.py,517,path for path in tree_files if Path(path).name.lower() in DEPENDENCY_NAMES
FILESYSTEM,src/blackholememory/source_registry.py,520,path for path in tree_files if Path(path).name.lower() in SECURITY_NAMES
FILESYSTEM,src/blackholememory/source_registry.py,701,temporary.write_bytes(payload)
FILESYSTEM,src/blackholememory/source_registry.py,715,"error_path.write_text(safe_error, encoding=""utf-8"", newline=""\n"")"
FILESYSTEM,src/blackholememory/source_registry.py,855,"if Path(relative).parent == Path(""."")"
FILESYSTEM,src/blackholememory/static/3d-force-graph.min.js,5,"op.readability=function(e,t){var n=op(e),i=op(t);return(Math.max(n.getLuminance(),i.getLuminance())+.05)/(Math.min(n.getLuminance(),i.getLuminance())+.05)},op.isReadable=function(e,t,n){var i,r,s=op.readability(e,t);switch(r=!1,(i=function(e){var t,n;t=((e=e||{level:""AA"",size:""small""}).level||""AA"")."
FILESYSTEM,src/blackholememory/static/redoc.standalone.js,2,"!function(e,t){""object""==typeof exports&&""object""==typeof module?module.exports=t(require(""null"")):""function""==typeof define&&define.amd?define([""null""],t):""object""==typeof exports?exports.Redoc=t(require(""null"")):e.Redoc=t(e.null)}(this,(function(e){return function(){var t={854:function(e,t,n){""use"
FILESYSTEM,src/blackholememory/static/redoc.standalone.js,3,""":95===e?"" "":76===e?""\u2028"":80===e?""\u2029"":""""}function A(e){return e<=65535?String.fromCharCode(e):String.fromCharCode(55296+(e-65536>>10),56320+(e-65536&1023))}for(var C=new Array(256),j=new Array(256),P=0;P<256;P++)C[P]=_(P)?1:0,j[P]=_(P);function T(e,t){this.input=e,this.filename=t.filename||nu"
FILESYSTEM,src/blackholememory/static/redoc.standalone.js,42,"`;class As extends n.PureComponent{render(){return n.createElement(""div"",{style:{textAlign:""center""}},n.createElement(_s,{color:this.props.color},""Loading ...""),n.createElement(Os,{color:this.props.color}))}}var Cs=r(5556);const js=n.createContext(new Pi({})),Ps=js.Provider,Ts=js.Consumer;var Is=r(8"
FILESYSTEM,src/blackholememory/static/redoc.standalone.js,120,"`,Xu=(0,n.createContext)(void 0),{Provider:Ku,Consumer:Zu}=Xu;function Ju(e){const{spec:t,specUrl:i,options:o,onLoaded:s,children:a}=e,[l,c]=n.useState(null),[u,p]=n.useState(null);if(u)throw u;n.useEffect((()=>{!function(){return e=this,n=function*(){if(t||i){c(null);try{const e=yield function(e){r"
FILESYSTEM,src/blackholememory/static/redoc.standalone.js,753,"`;var Bd=Object.defineProperty,Ud=Object.defineProperties,qd=Object.getOwnPropertyDescriptors,Vd=Object.getOwnPropertySymbols,Wd=Object.prototype.hasOwnProperty,Hd=Object.prototype.propertyIsEnumerable,Yd=(e,t,n)=>t in e?Bd(e,t,{enumerable:!0,configurable:!0,writable:!0,value:n}):e[t]=n,Gd=(e,t)=>{f"
FILESYSTEM,src/blackholememory/static/redoc.standalone.js,1046,"`,ym=e=>{const{source:t,lang:r}=e;return n.createElement(ed,{dangerouslySetInnerHTML:{__html:Aa(t,r)}})},bm=e=>{const{source:t,lang:r}=e;return n.createElement(sm,{data:t},(({renderCopyButton:e})=>n.createElement(Jp,null,n.createElement(Zp,null,e()),n.createElement(ym,{lang:r,source:t}))))};function"
FILESYSTEM,src/blackholememory/static/redoc.standalone.js,1333,"`,Jy=n.memo((function(e){const{type:t,flow:r,RequiredScopes:i}=e,o=Object.keys((null==r?void 0:r.scopes)||{});return n.createElement(n.Fragment,null,n.createElement(Yy,null,n.createElement(""b"",null,""Flow type: ""),n.createElement(""code"",null,t,"" "")),(""implicit""===t||""authorizationCode""===t)&&n.create"
FILESYSTEM,src/blackholememory/task_graph.py,180,path = Path(database_path)
FILESYSTEM,src/blackholememory/task_graph.py,217,path = Path(database_path)
FILESYSTEM,src/blackholememory/tools/agent_boundary.py,9,REPO_ROOT = Path(__file__).resolve().parents[3]
FILESYSTEM,src/blackholememory/tools/agent_boundary.py,48,roots.extend(Path(item).expanduser() for item in raw.split(os.pathsep) if item.strip())
FILESYSTEM,src/blackholememory/tools/agent_boundary.py,52,resolved = root.resolve(strict=False)
FILESYSTEM,src/blackholememory/tools/agent_boundary.py,69,current = Path(path.anchor) if path.anchor else Path()
FILESYSTEM,src/blackholememory/tools/agent_boundary.py,101,candidate = Path(raw).expanduser()
FILESYSTEM,src/blackholememory/tools/agent_boundary.py,105,resolved = candidate.resolve(strict=True)
FILESYSTEM,src/blackholememory/tools/code_ast.py,68,"return path, path.read_text(encoding=""utf-8"", errors=""replace"")"
FILESYSTEM,src/blackholememory/tools/infra_healer.py,52,return Path(__file__).resolve().parents[3]
FILESYSTEM,src/blackholememory/tools/infra_healer.py,171,"marker_path = Path(os.getenv(MCP_RESET_MARKER_ENV) or (_repo_root() / "".runtime"" / ""infra"" / ""mcp-bridge-reset.json""))"
FILESYSTEM,src/blackholememory/tools/infra_healer.py,178,"marker_path.write_text(json.dumps(payload, ensure_ascii=False, indent=2), encoding=""utf-8"")"
FILESYSTEM,src/blackholememory/tools/scratchpad.py,66,return Path(__file__).resolve().parents[3]
FILESYSTEM,src/blackholememory/tools/scratchpad.py,86,current = Path(path.anchor) if path.anchor else Path()
FILESYSTEM,src/blackholememory/tools/scratchpad.py,118,return path.resolve(strict=False)
FILESYSTEM,src/blackholememory/tools/scratchpad.py,176,path = Path(override).expanduser()
FILESYSTEM,src/blackholememory/tools/scratchpad.py,253,"with path.open(""ab"") as handle:"
FILESYSTEM,src/blackholememory/tools/scratchpad.py,278,"with path.open(""rb"") as handle:"
FILESYSTEM,src/blackholememory/tools/scratchpad.py,304,"with path.open(""wb"") as handle:"
FILESYSTEM,src/blackholememory/unified_mcp_contract.py,234,repo_root = Path(__file__).resolve().parents[2]
FILESYSTEM,src/blackholememory/unified_mcp_contract.py,249,"adapter_payload = json.loads(manifest.read_text(encoding=""utf-8""))"
FILESYSTEM,src/blackholememory/value_benchmark.py,548,"output_json.write_text(json.dumps(report, ensure_ascii=False, indent=2) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,src/blackholememory/value_benchmark.py,549,"output_markdown.write_text(render_value_benchmark_markdown(report), encoding=""utf-8"")"
FILESYSTEM,src/blackholememory/version_manifest.py,43,root = repo_root or Path(__file__).resolve().parents[2]
FILESYSTEM,src/blackholememory/version_manifest.py,50,"payload = json.loads(path.read_text(encoding=""utf-8""))"
FILESYSTEM,tests/integration/conftest.py,11,INTEGRATION_ROOT = Path(__file__).resolve().parent
FILESYSTEM,tests/integration/domain_manifest.py,200,return Path(__file__).resolve().parent
FILESYSTEM,tests/integration/test_pure_core_features.py,23,REPO_ROOT = Path(__file__).resolve().parents[2]
FILESYSTEM,tests/integration/test_pure_core_features.py,407,"""database_path"": str(Path(""C:/private/secret/memories.sqlite3"")),"
FILESYSTEM,tests/integration/test_pure_core_features.py,434,"assert bhm_app._admin_snapshot_path(""snapshot.json"", require_leaf=True) == export_root.resolve() / ""snapshot.json"""
FILESYSTEM,tests/integration/test_pure_core_features.py,980,"wal_path = Path(f""{queue.path}-wal"")"
FILESYSTEM,tests/integration/test_pure_core_features.py,995,"wal_path = Path(f""{store.path}-wal"")"
FILESYSTEM,tests/integration/test_pure_core_features.py,1782,"path.write_text(json.dumps(payload, ensure_ascii=False), encoding=""utf-8"")"
FILESYSTEM,tests/integration/test_pure_core_features.py,2984,"assert json.loads(graph_path.read_text(encoding=""utf-8"")) == {"
FILESYSTEM,tests/integration/test_pure_core_features.py,4020,"screenshot.write_bytes(b""fake png bytes"")"
FILESYSTEM,tests/integration/test_pure_core_features.py,4083,"screenshot.write_bytes(b""\x89PNG\r\n\x1a\nfixture"")"
FILESYSTEM,tests/integration/test_pure_core_features.py,4151,"path.write_text(source, encoding=""utf-8"")"
FILESYSTEM,tests/integration/test_pure_core_features.py,4183,"path.write_text(source, encoding=""utf-8"")"
FILESYSTEM,tests/integration/test_pure_core_features.py,4208,"path.write_text(source, encoding=""utf-8"")"
FILESYSTEM,tests/integration/test_pure_core_features.py,4267,"content = scratchpad_path.read_text(encoding=""utf-8"")"
FILESYSTEM,tests/integration/test_pure_core_features.py,4380,"assert ""Previous task context"" in scratchpad_path.read_text(encoding=""utf-8"")"
FILESYSTEM,tests/integration/test_pure_core_features.py,4383,"assert scratchpad_path.read_text(encoding=""utf-8"") == """""
FILESYSTEM,tests/integration/test_wi12_human_ui.py,12,"static_dir = Path(__file__).resolve().parents[2] / ""src"" / ""blackholememory"" / ""static"""
FILESYSTEM,tests/integration/test_wi12_human_ui.py,49,"static_dir = Path(__file__).resolve().parents[2] / ""src"" / ""blackholememory"" / ""static"""
FILESYSTEM,tests/unit/test_agent_boundary.py,13,"secret.write_text(""TOKEN=must-not-read"", encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_agent_boundary.py,27,"outside.write_text(""print('outside')"", encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_agent_boundary.py,40,"target.write_text(""print('safe')"", encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_agent_boundary.py,58,"source.write_text(""def sample():\n    return 1\n"", encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_agent_boundary.py,69,"fake_png.write_bytes(b""not a png"")"
FILESYSTEM,tests/unit/test_agent_boundary.py,71,"real_png.write_bytes(b""\x89PNG\r\n\x1a\nfixture"")"
FILESYSTEM,tests/unit/test_agent_boundary.py,73,"assert agent_boundary.image_magic_matches(fake_png, fake_png.read_bytes()) is False"
FILESYSTEM,tests/unit/test_agent_boundary.py,74,"assert agent_boundary.image_magic_matches(real_png, real_png.read_bytes()) is True"
FILESYSTEM,tests/unit/test_async_sync_io.py,104,"lambda request: (Path(""repo""), ""demo"", ""root-id""),"
FILESYSTEM,tests/unit/test_authoritative_launcher_contract.py,6,REPO_ROOT = Path(__file__).resolve().parents[2]
FILESYSTEM,tests/unit/test_authoritative_launcher_contract.py,12,"text = LAUNCHER.read_text(encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_authoritative_launcher_contract.py,49,"text = LAUNCHER.read_text(encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_authoritative_launcher_contract.py,54,"text = SERVICE.read_text(encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_change_impact.py,169,"path.write_text(""def route():\n    return 1\n"", encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_change_impact.py,175,"path.write_text(""def route():\n    return 2\n"", encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_change_impact.py,227,"path.write_text(""def route():\n    return 1\n"", encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_change_impact.py,228,"companion.write_text(""def test_route():\n    return route()\n"", encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_change_impact.py,234,"path.write_text(""def route():\n    return 2\n"", encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_checkpoint_session_lifecycle.py,16,"monkeypatch.setattr(bhm_app, ""_save_checkpoints"", lambda items: checkpoints.__setitem__(slice(None), items) or Path(""checkpoints.json""))"
FILESYSTEM,tests/unit/test_checkpoint_session_lifecycle.py,18,"monkeypatch.setattr(bhm_app, ""_save_session_records"", lambda items: sessions.__setitem__(slice(None), items) or Path(""session-records.json""))"
FILESYSTEM,tests/unit/test_code_graph_artifact.py,33,"path = Path(exported[""path""])"
FILESYSTEM,tests/unit/test_code_graph_artifact.py,70,"export_graph_artifact({""nodes"": [], ""edges"": []}, runtime_dir=Path("".""), project=""demo"", root_id=""root"")"
FILESYSTEM,tests/unit/test_codex_security_capacity_overlay.py,11,REPO_ROOT = Path(__file__).resolve().parents[2]
FILESYSTEM,tests/unit/test_codex_security_capacity_overlay.py,78,"profiles.write_text(UPSTREAM_PROFILE, encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_codex_security_capacity_overlay.py,79,"skill.write_text(""immutable skill fixture\n"", encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_codex_security_capacity_overlay.py,80,"policy.write_text(json.dumps(POLICY), encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_codex_security_capacity_overlay.py,119,original = profiles.read_bytes()
FILESYSTEM,tests/unit/test_codex_security_capacity_overlay.py,120,original_skill = skill.read_bytes()
FILESYSTEM,tests/unit/test_codex_security_capacity_overlay.py,129,"patched = profiles.read_text(encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_codex_security_capacity_overlay.py,144,assert backup.read_bytes() == original
FILESYSTEM,tests/unit/test_codex_security_capacity_overlay.py,145,assert skill.read_bytes() == original_skill
FILESYSTEM,tests/unit/test_codex_security_capacity_overlay.py,153,original = profiles.read_bytes()
FILESYSTEM,tests/unit/test_codex_security_capacity_overlay.py,163,assert profiles.read_bytes() == original
FILESYSTEM,tests/unit/test_codex_security_capacity_overlay.py,175,"profiles.write_text(UPSTREAM_PROFILE, encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_codex_security_capacity_overlay.py,176,"skill.write_text(""immutable skill fixture\n"", encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_codex_security_capacity_overlay.py,177,"policy.write_text(json.dumps(POLICY), encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_codex_security_capacity_overlay.py,183,"assert applied_payload[""plugin_root""] == str(plugin_root.resolve())"
FILESYSTEM,tests/unit/test_codex_security_capacity_overlay.py,184,"profiles.write_text(profiles.read_text(encoding=""utf-8"") + ""\n# local drift\n"", encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_codex_security_capacity_overlay.py,191,"assert ""# local drift"" in profiles.read_text(encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_convention_memory.py,50,return hashlib.sha256(path.read_bytes()).hexdigest()
FILESYSTEM,tests/unit/test_forget_lifecycle.py,93,"return Path(""memories.sqlite3"")"
FILESYSTEM,tests/unit/test_galaxy_responsive.py,6,"GALAXY_HTML = Path(__file__).resolve().parents[2] / ""src/blackholememory/static/galaxy.html"""
FILESYSTEM,tests/unit/test_galaxy_responsive.py,10,"html = GALAXY_HTML.read_text(encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_galaxy_responsive.py,24,"html = GALAXY_HTML.read_text(encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_galaxy_responsive.py,31,"html = GALAXY_HTML.read_text(encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_galaxy_responsive.py,45,"html = GALAXY_HTML.read_text(encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_galaxy_responsive.py,58,"html = GALAXY_HTML.read_text(encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_galaxy_responsive.py,68,"html = GALAXY_HTML.read_text(encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_galaxy_responsive.py,76,"html = GALAXY_HTML.read_text(encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_galaxy_responsive.py,90,"html = GALAXY_HTML.read_text(encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_galaxy_responsive.py,103,"html = GALAXY_HTML.read_text(encoding=""utf-8"")"
FILESYSTEM,tests/unit/test_galaxy_responsive.py,114,"html = GALAXY_HTML.read_text(encoding=""utf-8"")"
